,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines
2103,Malta,MLT,2021-02-13,50175.0,34574.0,15601.0,1798.0,11.36,7.83,3.53,4072.0,Pfizer/BioNTech
2104,Malta,MLT,2021-02-14,51641.0,35376.0,16265.0,1769.0,11.7,8.01,3.68,4006.0,Pfizer/BioNTech
2105,Malta,MLT,2021-02-15,53647.0,36545.0,17102.0,1766.0,12.15,8.28,3.87,4000.0,Pfizer/BioNTech
2106,Malta,MLT,2021-02-16,55709.0,37866.0,17843.0,1767.0,12.62,8.58,4.04,4002.0,Pfizer/BioNTech
2107,Malta,MLT,2021-02-17,57683.0,39147.0,18536.0,1869.0,13.06,8.87,4.2,4233.0,Pfizer/BioNTech
2108,Malta,MLT,2021-02-18,59702.0,40503.0,19199.0,1908.0,13.52,9.17,4.35,4321.0,Pfizer/BioNTech
2139,Mexico,MEX,2021-01-15,417375.0,415417.0,1958.0,49987.0,0.32,0.32,0.0,388.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2140,Mexico,MEX,2021-01-16,463246.0,461025.0,2221.0,55493.0,0.36,0.36,0.0,430.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2141,Mexico,MEX,2021-01-17,472142.0,468708.0,3434.0,55835.0,0.37,0.36,0.0,433.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2142,Mexico,MEX,2021-01-18,492529.0,485983.0,6546.0,57924.0,0.38,0.38,0.01,449.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2143,Mexico,MEX,2021-01-19,498122.0,488513.0,9609.0,57892.0,0.39,0.38,0.01,449.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2144,Mexico,MEX,2021-01-20,501030.0,489628.0,11402.0,44066.0,0.39,0.38,0.01,342.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2145,Mexico,MEX,2021-01-21,552335.0,534317.0,18018.0,31765.0,0.43,0.41,0.01,246.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2146,Mexico,MEX,2021-01-22,614808.0,594725.0,20083.0,28205.0,0.48,0.46,0.02,219.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2147,Mexico,MEX,2021-01-23,618768.0,596296.0,22472.0,22217.0,0.48,0.46,0.02,172.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2148,Mexico,MEX,2021-01-24,629626.0,604441.0,25185.0,22498.0,0.49,0.47,0.02,174.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2149,Mexico,MEX,2021-01-25,645105.0,616390.0,28715.0,21797.0,0.5,0.48,0.02,169.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2150,Mexico,MEX,2021-01-26,652319.0,621005.0,31314.0,22028.0,0.51,0.48,0.02,171.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2151,Mexico,MEX,2021-01-27,656044.0,624730.0,31314.0,22145.0,0.51,0.48,0.02,172.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2152,Mexico,MEX,2021-01-28,657842.0,626528.0,31314.0,15072.0,0.51,0.49,0.02,117.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2153,Mexico,MEX,2021-01-29,662217.0,630820.0,31397.0,6773.0,0.51,0.49,0.02,53.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2154,Mexico,MEX,2021-01-30,670307.0,631298.0,39009.0,7363.0,0.52,0.49,0.03,57.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2155,Mexico,MEX,2021-01-31,673327.0,631485.0,41842.0,6243.0,0.52,0.49,0.03,48.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2156,Mexico,MEX,2021-02-01,675202.0,631747.0,43455.0,4300.0,0.52,0.49,0.03,33.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2157,Mexico,MEX,2021-02-02,677539.0,631791.0,45748.0,3603.0,0.53,0.49,0.04,28.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2158,Mexico,MEX,2021-02-03,686601.0,632439.0,54162.0,4365.0,0.53,0.49,0.04,34.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2159,Mexico,MEX,2021-02-04,695088.0,634346.0,60742.0,5321.0,0.54,0.49,0.05,41.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2160,Mexico,MEX,2021-02-05,700316.0,636070.0,64246.0,5443.0,0.54,0.49,0.05,42.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2161,Mexico,MEX,2021-02-06,710198.0,637098.0,73100.0,5699.0,0.55,0.49,0.06,44.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2162,Mexico,MEX,2021-02-07,713517.0,637681.0,75836.0,5741.0,0.55,0.49,0.06,45.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2163,Mexico,MEX,2021-02-08,717820.0,638391.0,79429.0,6088.0,0.56,0.5,0.06,47.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2164,Mexico,MEX,2021-02-09,724347.0,640129.0,84218.0,6687.0,0.56,0.5,0.07,52.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2165,Mexico,MEX,2021-02-10,724707.0,640115.0,84592.0,5444.0,0.56,0.5,0.07,42.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2166,Mexico,MEX,2021-02-11,725447.0,640115.0,85332.0,4337.0,0.56,0.5,0.07,34.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2167,Mexico,MEX,2021-02-12,726002.0,640115.0,85887.0,3669.0,0.56,0.5,0.07,28.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2168,Mexico,MEX,2021-02-13,726313.0,640125.0,86188.0,2302.0,0.56,0.5,0.07,18.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2170,Mexico,MEX,2021-02-15,749682.0,663484.0,86198.0,4552.0,0.58,0.51,0.07,35.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2171,Mexico,MEX,2021-02-16,915383.0,829185.0,86198.0,27291.0,0.71,0.64,0.07,212.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2172,Mexico,MEX,2021-02-17,1058139.0,958473.0,99666.0,47633.0,0.82,0.74,0.08,369.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2174,Mexico,MEX,2021-02-19,1574158.0,1155227.0,418931.0,121165.0,1.22,0.9,0.32,940.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2217,Morocco,MAR,2021-02-19,2362150.0,2357283.0,4867.0,178578.0,6.4,6.39,0.01,4838.0,"Oxford/AstraZeneca, Sinopharm/Beijing"
2360,Norway,NOR,2021-01-17,51448.0,51443.0,5.0,4056.0,0.95,0.95,0.0,748.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2361,Norway,NOR,2021-01-18,53018.0,52730.0,288.0,4230.0,0.98,0.97,0.01,780.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2362,Norway,NOR,2021-01-19,58370.0,57311.0,1059.0,4386.0,1.08,1.06,0.02,809.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2363,Norway,NOR,2021-01-20,69099.0,67347.0,1752.0,4522.0,1.27,1.24,0.03,834.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2364,Norway,NOR,2021-01-21,77684.0,75764.0,1920.0,4542.0,1.43,1.4,0.04,838.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2365,Norway,NOR,2021-01-22,80988.0,79061.0,1927.0,4376.0,1.49,1.46,0.04,807.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2366,Norway,NOR,2021-01-23,81341.0,79414.0,1927.0,4320.0,1.5,1.46,0.04,797.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2367,Norway,NOR,2021-01-24,81407.0,79480.0,1927.0,4280.0,1.5,1.47,0.04,789.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2368,Norway,NOR,2021-01-25,81981.0,80054.0,1927.0,4138.0,1.51,1.48,0.04,763.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2369,Norway,NOR,2021-01-26,86357.0,82301.0,4056.0,3998.0,1.59,1.52,0.07,737.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2370,Norway,NOR,2021-01-27,105175.0,93613.0,11562.0,5154.0,1.94,1.73,0.21,951.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2371,Norway,NOR,2021-01-28,122516.0,104417.0,18099.0,6405.0,2.26,1.93,0.33,1181.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2372,Norway,NOR,2021-01-29,128361.0,108177.0,20184.0,6768.0,2.37,2.0,0.37,1248.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2373,Norway,NOR,2021-01-30,128660.0,108306.0,20354.0,6760.0,2.37,2.0,0.38,1247.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2374,Norway,NOR,2021-01-31,128790.0,108386.0,20404.0,6769.0,2.38,2.0,0.38,1249.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2375,Norway,NOR,2021-02-01,129268.0,108566.0,20702.0,6755.0,2.38,2.0,0.38,1246.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2376,Norway,NOR,2021-02-02,138702.0,114865.0,23837.0,7478.0,2.56,2.12,0.44,1379.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2377,Norway,NOR,2021-02-03,171710.0,139580.0,32130.0,9505.0,3.17,2.57,0.59,1753.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2378,Norway,NOR,2021-02-04,205978.0,165279.0,40699.0,11923.0,3.8,3.05,0.75,2199.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2379,Norway,NOR,2021-02-05,221282.0,175763.0,45519.0,13274.0,4.08,3.24,0.84,2449.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2380,Norway,NOR,2021-02-06,222816.0,176564.0,46252.0,13451.0,4.11,3.26,0.85,2481.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2381,Norway,NOR,2021-02-07,223430.0,176884.0,46546.0,13520.0,4.12,3.26,0.86,2494.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2382,Norway,NOR,2021-02-08,224472.0,177004.0,47468.0,13601.0,4.14,3.27,0.88,2509.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2383,Norway,NOR,2021-02-09,233117.0,182433.0,50684.0,13488.0,4.3,3.37,0.93,2488.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2384,Norway,NOR,2021-02-10,264260.0,205024.0,59236.0,13221.0,4.87,3.78,1.09,2439.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2385,Norway,NOR,2021-02-11,293221.0,225519.0,67702.0,12463.0,5.41,4.16,1.25,2299.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2386,Norway,NOR,2021-02-12,304590.0,233377.0,71213.0,11901.0,5.62,4.3,1.31,2195.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2387,Norway,NOR,2021-02-13,305691.0,234175.0,71516.0,11839.0,5.64,4.32,1.32,2184.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2388,Norway,NOR,2021-02-14,305802.0,234285.0,71517.0,11767.0,5.64,4.32,1.32,2171.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2389,Norway,NOR,2021-02-15,307348.0,235085.0,72263.0,11839.0,5.67,4.34,1.33,2184.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2390,Norway,NOR,2021-02-16,315210.0,240879.0,74331.0,11728.0,5.81,4.44,1.37,2163.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2391,Norway,NOR,2021-02-17,345322.0,261533.0,83789.0,11580.0,6.37,4.82,1.55,2136.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2392,Norway,NOR,2021-02-18,371630.0,278379.0,93251.0,11201.0,6.86,5.13,1.72,2066.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2413,Oman,OMN,2021-01-17,25446.0,24773.0,673.0,1363.0,0.5,0.49,0.01,267.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2414,Oman,OMN,2021-01-18,26758.0,24773.0,1985.0,1210.0,0.52,0.49,0.04,237.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2415,Oman,OMN,2021-01-19,28049.0,24773.0,3276.0,1057.0,0.55,0.49,0.06,207.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2416,Oman,OMN,2021-01-20,29548.0,24773.0,4775.0,971.0,0.58,0.49,0.09,190.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2419,Oman,OMN,2021-01-23,30675.0,24773.0,5902.0,843.0,0.6,0.49,0.12,165.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2420,Oman,OMN,2021-01-24,32765.0,24773.0,7992.0,1046.0,0.64,0.49,0.16,205.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2421,Oman,OMN,2021-01-25,34606.0,24773.0,9833.0,1121.0,0.68,0.49,0.19,220.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2422,Oman,OMN,2021-01-26,36206.0,24773.0,11433.0,1165.0,0.71,0.49,0.22,228.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2423,Oman,OMN,2021-01-27,37045.0,24773.0,12272.0,1071.0,0.73,0.49,0.24,210.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2435,Oman,OMN,2021-02-08,39146.0,26874.0,12272.0,175.0,0.77,0.53,0.24,34.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2436,Oman,OMN,2021-02-09,43293.0,31021.0,12272.0,742.0,0.85,0.61,0.24,145.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2437,Oman,OMN,2021-02-10,49481.0,37209.0,12272.0,1601.0,0.97,0.73,0.24,314.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2438,Oman,OMN,2021-02-11,57501.0,45229.0,12272.0,2722.0,1.13,0.89,0.24,533.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2439,Oman,OMN,2021-02-12,67285.0,55013.0,12272.0,4095.0,1.32,1.08,0.24,802.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2440,Oman,OMN,2021-02-13,77438.0,65166.0,12272.0,5520.0,1.52,1.28,0.24,1081.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2441,Oman,OMN,2021-02-14,89212.0,76940.0,12272.0,7177.0,1.75,1.51,0.24,1405.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2442,Oman,OMN,2021-02-15,102267.0,89995.0,12272.0,9017.0,2.0,1.76,0.24,1766.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2443,Oman,OMN,2021-02-16,109014.0,89995.0,19019.0,9389.0,2.13,1.76,0.37,1839.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2444,Oman,OMN,2021-02-17,123477.0,104458.0,19019.0,10571.0,2.42,2.05,0.37,2070.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2445,Oman,OMN,2021-02-18,139563.0,120544.0,19019.0,11723.0,2.73,2.36,0.37,2296.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2446,Oman,OMN,2021-02-19,157742.0,138723.0,19019.0,12922.0,3.09,2.72,0.37,2530.0,"Oxford/AstraZeneca, Pfizer/BioNTech"
2526,Poland,POL,2021-01-17,469466.0,468795.0,671.0,38059.0,1.24,1.24,0.0,1006.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2527,Poland,POL,2021-01-18,495164.0,491696.0,3468.0,33904.0,1.31,1.3,0.01,896.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2528,Poland,POL,2021-01-19,541229.0,530055.0,11174.0,33087.0,1.43,1.4,0.03,874.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2529,Poland,POL,2021-01-20,591785.0,566793.0,24992.0,31796.0,1.56,1.5,0.07,840.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2530,Poland,POL,2021-01-21,644999.0,605313.0,39686.0,33503.0,1.7,1.6,0.1,885.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2531,Poland,POL,2021-01-22,684277.0,638798.0,45479.0,35331.0,1.81,1.69,0.12,934.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2532,Poland,POL,2021-01-23,701164.0,654184.0,46980.0,34837.0,1.85,1.73,0.12,920.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2533,Poland,POL,2021-01-24,707474.0,659753.0,47721.0,34001.0,1.87,1.74,0.13,898.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2534,Poland,POL,2021-01-25,776987.0,701222.0,75765.0,40260.0,2.05,1.85,0.2,1064.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2535,Poland,POL,2021-01-26,905457.0,782413.0,123044.0,52033.0,2.39,2.07,0.33,1375.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2536,Poland,POL,2021-01-27,1008253.0,858474.0,149779.0,59495.0,2.66,2.27,0.4,1572.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2537,Poland,POL,2021-01-28,1097036.0,917908.0,179128.0,64577.0,2.9,2.43,0.47,1706.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2538,Poland,POL,2021-01-29,1141081.0,945600.0,195481.0,65258.0,3.02,2.5,0.52,1724.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2539,Poland,POL,2021-01-30,1156931.0,958453.0,198478.0,65110.0,3.06,2.53,0.52,1720.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2540,Poland,POL,2021-01-31,1176904.0,976367.0,200537.0,67061.0,3.11,2.58,0.53,1772.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2541,Poland,POL,2021-02-01,1231716.0,998587.0,233129.0,64961.0,3.25,2.64,0.62,1716.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2542,Poland,POL,2021-02-02,1342435.0,1053245.0,289190.0,62425.0,3.55,2.78,0.76,1649.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2543,Poland,POL,2021-02-03,1461578.0,1117146.0,344432.0,64761.0,3.86,2.95,0.91,1711.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2544,Poland,POL,2021-02-04,1566604.0,1171229.0,395375.0,67081.0,4.14,3.09,1.04,1772.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2545,Poland,POL,2021-02-05,1617764.0,1193034.0,424730.0,68098.0,4.27,3.15,1.12,1799.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2546,Poland,POL,2021-02-06,1641158.0,1200793.0,440365.0,69175.0,4.34,3.17,1.16,1828.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2547,Poland,POL,2021-02-07,1656708.0,1206212.0,450496.0,68543.0,4.38,3.19,1.19,1811.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2549,Poland,POL,2021-02-09,1773715.0,1291569.0,482146.0,61611.0,4.69,3.41,1.27,1628.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2551,Poland,POL,2021-02-11,1993739.0,1413132.0,580607.0,61019.0,5.27,3.73,1.53,1612.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2552,Poland,POL,2021-02-12,2071009.0,1446102.0,624907.0,64749.0,5.47,3.82,1.65,1711.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2553,Poland,POL,2021-02-13,2107089.0,1466439.0,640650.0,66562.0,5.57,3.87,1.69,1759.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2554,Poland,POL,2021-02-14,2122245.0,1476274.0,645971.0,66505.0,5.61,3.9,1.71,1757.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2555,Poland,POL,2021-02-15,2159146.0,1500911.0,658235.0,63419.0,5.7,3.97,1.74,1676.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2556,Poland,POL,2021-02-16,2230117.0,1538737.0,691380.0,65200.0,5.89,4.07,1.83,1723.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2557,Poland,POL,2021-02-17,2384794.0,1610734.0,774060.0,71581.0,6.3,4.26,2.05,1891.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2558,Poland,POL,2021-02-18,2556999.0,1691115.0,865884.0,80466.0,6.76,4.47,2.29,2126.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2588,Portugal,PRT,2021-01-26,263499.0,225499.0,38000.0,13847.0,2.58,2.21,0.37,1358.0,"Moderna, Pfizer/BioNTech"
2593,Portugal,PRT,2021-01-31,336771.0,268386.0,68385.0,13398.0,3.3,2.63,0.67,1314.0,"Moderna, Pfizer/BioNTech"
2594,Portugal,PRT,2021-02-01,338566.0,269814.0,68755.0,12189.0,3.32,2.65,0.67,1195.0,"Moderna, Pfizer/BioNTech"
2596,Portugal,PRT,2021-02-03,350945.0,275093.0,75852.0,10362.0,3.44,2.7,0.74,1016.0,"Moderna, Pfizer/BioNTech"
2597,Portugal,PRT,2021-02-04,364211.0,279236.0,84975.0,9744.0,3.57,2.74,0.83,956.0,"Moderna, Pfizer/BioNTech"
2599,Portugal,PRT,2021-02-06,379378.0,284462.0,94916.0,7021.0,3.72,2.79,0.93,689.0,"Moderna, Pfizer/BioNTech"
2600,Portugal,PRT,2021-02-07,394088.0,290302.0,103786.0,8188.0,3.86,2.85,1.02,803.0,"Moderna, Pfizer/BioNTech"
2601,Portugal,PRT,2021-02-08,395904.0,291378.0,104526.0,8191.0,3.88,2.86,1.03,803.0,"Moderna, Pfizer/BioNTech"
2602,Portugal,PRT,2021-02-09,396371.0,291758.0,104613.0,7374.0,3.89,2.86,1.03,723.0,"Moderna, Pfizer/BioNTech"
2603,Portugal,PRT,2021-02-10,400190.0,294135.0,106055.0,7035.0,3.92,2.88,1.04,690.0,"Moderna, Pfizer/BioNTech"
2604,Portugal,PRT,2021-02-11,436220.0,303142.0,133078.0,10287.0,4.28,2.97,1.31,1009.0,"Moderna, Pfizer/BioNTech"
2605,Portugal,PRT,2021-02-12,468319.0,310715.0,157604.0,13789.0,4.59,3.05,1.55,1352.0,"Moderna, Pfizer/BioNTech"
2606,Portugal,PRT,2021-02-13,505371.0,320677.0,184694.0,17999.0,4.96,3.14,1.81,1765.0,"Moderna, Pfizer/BioNTech"
2607,Portugal,PRT,2021-02-14,523349.0,328819.0,194530.0,18466.0,5.13,3.22,1.91,1811.0,"Moderna, Pfizer/BioNTech"
2608,Portugal,PRT,2021-02-15,529021.0,331321.0,197700.0,19017.0,5.19,3.25,1.94,1865.0,"Moderna, Pfizer/BioNTech"
2609,Portugal,PRT,2021-02-16,539786.0,336500.0,203286.0,20488.0,5.29,3.3,1.99,2009.0,"Moderna, Pfizer/BioNTech"
2610,Portugal,PRT,2021-02-17,556331.0,347013.0,209318.0,22306.0,5.46,3.4,2.05,2188.0,"Moderna, Pfizer/BioNTech"
2611,Portugal,PRT,2021-02-18,618636.0,388661.0,229975.0,26059.0,6.07,3.81,2.26,2556.0,"Moderna, Pfizer/BioNTech"
2670,Romania,ROU,2021-01-17,205060.0,204185.0,875.0,13824.0,1.07,1.06,0.0,719.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2671,Romania,ROU,2021-01-18,235239.0,233288.0,1951.0,15721.0,1.22,1.21,0.01,817.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2672,Romania,ROU,2021-01-19,270046.0,267424.0,2622.0,18514.0,1.4,1.39,0.01,962.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2673,Romania,ROU,2021-01-20,308384.0,302570.0,5814.0,22017.0,1.6,1.57,0.03,1144.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2674,Romania,ROU,2021-01-21,348096.0,338252.0,9844.0,25783.0,1.81,1.76,0.05,1340.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2675,Romania,ROU,2021-01-22,385936.0,374681.0,11255.0,28895.0,2.01,1.95,0.06,1502.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2676,Romania,ROU,2021-01-23,418885.0,406006.0,12879.0,31828.0,2.18,2.11,0.07,1654.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2677,Romania,ROU,2021-01-24,446285.0,433129.0,13156.0,34461.0,2.32,2.25,0.07,1791.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2678,Romania,ROU,2021-01-25,484631.0,459567.0,25064.0,35627.0,2.52,2.39,0.13,1852.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2679,Romania,ROU,2021-01-26,528378.0,487711.0,40667.0,36905.0,2.75,2.54,0.21,1918.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2680,Romania,ROU,2021-01-27,570704.0,513429.0,57275.0,37474.0,2.97,2.67,0.3,1948.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2681,Romania,ROU,2021-01-28,609396.0,534346.0,75050.0,37329.0,3.17,2.78,0.39,1940.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2682,Romania,ROU,2021-01-29,647000.0,554924.0,92076.0,37295.0,3.36,2.88,0.48,1939.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2683,Romania,ROU,2021-01-30,672396.0,571091.0,101305.0,36216.0,3.5,2.97,0.53,1883.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2684,Romania,ROU,2021-01-31,691415.0,585218.0,106197.0,35019.0,3.59,3.04,0.55,1820.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2685,Romania,ROU,2021-02-01,721184.0,598135.0,123049.0,33793.0,3.75,3.11,0.64,1757.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2686,Romania,ROU,2021-02-02,748732.0,610383.0,138349.0,31479.0,3.89,3.17,0.72,1636.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2687,Romania,ROU,2021-02-03,772202.0,620176.0,152026.0,28785.0,4.01,3.22,0.79,1496.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2688,Romania,ROU,2021-02-04,794795.0,629279.0,165516.0,26486.0,4.13,3.27,0.86,1377.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2689,Romania,ROU,2021-02-05,821552.0,638886.0,182666.0,24936.0,4.27,3.32,0.95,1296.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2690,Romania,ROU,2021-02-06,840812.0,647690.0,193122.0,24059.0,4.37,3.37,1.0,1251.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2691,Romania,ROU,2021-02-07,856322.0,656177.0,200145.0,23558.0,4.45,3.41,1.04,1225.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
2692,Romania,ROU,2021-02-08,891348.0,661062.0,230286.0,24309.0,4.63,3.44,1.2,1264.0,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech"
